scorer,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah
individuals,marked,marked,marked,marked,marked,marked,marked,marked,marked,marked,marked,marked,nonmarked,nonmarked,nonmarked,nonmarked,nonmarked,nonmarked,nonmarked,nonmarked,nonmarked,nonmarked,nonmarked,nonmarked,single,single,single,single,single,single,single,single
bodyparts,nose_tip,nose_tip,left_ear,left_ear,right_ear,right_ear,spine_1,spine_1,spine_2,spine_2,tail_base,tail_base,nose_tip,nose_tip,left_ear,left_ear,right_ear,right_ear,spine_1,spine_1,spine_2,spine_2,tail_base,tail_base,cage_corner_bottom_left,cage_corner_bottom_left,cage_corner_top_left,cage_corner_top_left,cage_corner_top_right,cage_corner_top_right,cage_corner_bottom_right,cage_corner_bottom_right
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/M9-M11_10.22.21downsampled/img0069.png,206.39604734301474,172.86365656116828,240.01887863303108,218.41716992183564,260.6264203914282,168.5252267172952,345.2258023469533,199.97884308537505,452.60194098281204,193.47119831956542,530.6936781725274,216.2479549998991,341.97197996404844,124.05632081759614,,,260.6264203914282,113.21024620791349,,,228.08819656238012,275.9013653531539,295.33385914241285,353.99310254286934,173.85782351396665,431.0002322716165,171.6886085920301,118.63328351275482,799.6763284926584,127.31014320050099,809.4377956413728,425.5771949667751
labeled-data/M9-M11_10.22.21downsampled/img0928.png,960.1982327159624,268.309113126376,866.9219910726911,227.0940296095818,866.9219910726911,294.3396921896145,822.453085172992,255.29382359475682,754.122815131991,249.87078628991543,691.2155823958313,252.04000121185197,206.39604734301474,291.0858698067097,168.43478620912526,349.65467269899625,199.8884025772051,317.11644886994816,208.5652622649513,364.839177152552,310.51836359596865,380.0236816061078,388.61010078568404,345.31624285512316,185.7885055846176,423.4079800448386,176.0270384359032,127.31014320050099,804.0147583365314,131.64857304437407,784.4918240391025,415.81572781806074
labeled-data/M9-M11_10.22.21downsampled/img1096.png,164.09635636525218,329.0471309405991,232.4266264062532,278.07058027509044,194.46536527236378,232.51706691442314,254.11877562561858,226.0094221486135,374.5102037930966,147.91768495889812,459.1095857486216,163.10218941245387,184.7038981236493,397.3774009816001,,,254.11877562561858,410.39269051321935,315.94140090081,381.10828906707604,421.14832461473213,349.65467269899625,490.5632021167014,332.30095332350396,173.85782351396665,426.6618024277434,174.9424309749349,125.14092827856445,805.0993657974997,118.63328351275482,807.2685807194363,428.83101734967994
labeled-data/M9-M11_10.22.21downsampled/img1639.png,725.923021146816,282.4090101189635,711.8231241542285,244.4477489850741,690.130974934863,296.508907111551,661.931180949688,246.61696390701064,559.9780796186707,214.07874007796255,449.34811859990714,196.72502070247026,26.351208822281933,431.0002322716165,110.95059077780695,415.81572781806074,76.24315202682234,356.1623174648059,148.91185191169643,382.19289652804434,243.27270101593592,360.5007473086789,288.8262143766032,350.73928015996455,193.38075781139548,421.238765122902,199.8884025772051,141.4100401930885,786.6610389610391,131.64857304437407,789.9148613439439,412.5619054351559
labeled-data/M9-M11_10.22.21downsampled/img1771.png,275.810924844984,396.29279352063185,306.17993375209556,375.6852517622347,264.9648502353013,348.570065238028,296.41846660338115,318.20105633091646,354.98726949566765,239.02471168023277,405.9638201611764,203.23266546827983,540.4551453212418,224.92481468764527,591.4316959867506,229.2632445315183,584.9240512209409,159.84836702954908,619.6314899719256,192.38659085859717,722.6691987639111,203.23266546827983,775.8149643513564,257.46303851669336,204.2268324210782,419.0695502009655,195.54997273333203,140.3254327321202,801.8455434145949,121.8871058956596,800.7609359536266,422.3233725838703
labeled-data/M9-M11_10.22.21downsampled/img1960.png,807.2685807194363,273.7321504312174,772.5611419684516,262.8860758215347,796.4225061097535,304.10115933832896,742.1921330613401,298.67812203348757,578.4164064551313,342.0624204722184,478.63252004605044,358.3315323867424,,,,,,,,,643.4928541132275,214.07874007796255,576.2471915331947,197.8096281634385,177.11164589687144,420.1541576619338,177.11164589687144,124.05632081759614,795.3378986487853,130.56396558340577,809.4377956413728,420.1541576619338
labeled-data/M9-M11_10.22.21downsampled/img3342.png,716.1615539981016,15.59557472076915,631.5621720425765,89.34888206661151,685.79254509099,111.04103128597694,608.7854153622428,146.83307749792982,559.9780796186707,198.89423562440675,595.7701258306236,255.29382359475682,39.366498353901164,480.8921754761569,133.72734745814063,454.8615964129184,101.18912362909253,400.63122336450493,155.41949667750606,395.2081860596636,241.10348609399938,318.20105633091646,285.57239199369843,270.47832804831256,174.9424309749349,417.9849427399972,182.53468320171277,132.73318050534232,792.0840762658804,128.39475066146923,802.9301508755632,420.1541576619338
labeled-data/M9-M11_10.22.21downsampled/img3429.png,357.15648441760425,119.71789097372306,352.81805457373116,211.909525156026,415.72528730989086,201.0634505463433,389.69470824665234,236.85549675829623,445.00968875603405,263.97068328250293,492.732417038638,259.63225343862985,532.862893094464,342.0624204722184,492.732417038638,336.639383167377,502.49388418735236,381.10828906707604,436.332829068288,356.1623174648059,321.3644382056513,356.1623174648059,242.18809355496762,362.6699622306155,184.7038981236493,425.5771949667751,184.7038981236493,125.14092827856445,792.0840762658804,121.8871058956596,807.2685807194363,419.0695502009655
