scorer,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah
individuals,marked,marked,marked,marked,marked,marked,marked,marked,marked,marked,marked,marked,nonmarked,nonmarked,nonmarked,nonmarked,nonmarked,nonmarked,nonmarked,nonmarked,nonmarked,nonmarked,nonmarked,nonmarked,single,single,single,single,single,single,single,single
bodyparts,nose_tip,nose_tip,left_ear,left_ear,right_ear,right_ear,spine_1,spine_1,spine_2,spine_2,tail_base,tail_base,nose_tip,nose_tip,left_ear,left_ear,right_ear,right_ear,spine_1,spine_1,spine_2,spine_2,tail_base,tail_base,cage_corner_bottom_left,cage_corner_bottom_left,cage_corner_top_left,cage_corner_top_left,cage_corner_top_right,cage_corner_top_right,cage_corner_bottom_right,cage_corner_bottom_right
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/F12-F14_10.22.21downsampled/img0225.png,935.6917912181133,395.60155319020026,861.3244789036779,382.8528710791542,864.5116494314394,444.4715012825434,791.2067272929248,416.84935670861034,722.1513658580922,409.4126254771668,665.8446865343055,380.7280907273132,708.3402935711257,357.35550685706215,650.9712240714185,297.86165700551396,656.283174951021,330.7957524590496,614.8499580901214,325.48380157944706,522.4220127850377,330.7957524590496,460.8033825816485,347.7939952737776,150.58545121286184,418.9741370604513,159.08457262022588,115.13054674718745,777.3956550059584,138.50313061743856,774.2084844781969,435.9723798751794
labeled-data/F12-F14_10.22.21downsampled/img0237.png,929.3174501625903,506.0901314859326,883.6346725980085,416.84935670861034,846.451016440791,456.15779321766894,823.0784325705399,415.7869665326898,767.8341434226738,396.66394336612075,,,743.3991693765022,360.54267738482366,692.4044409323182,306.360778412878,694.5292212841591,355.2307265052211,652.033614247339,338.2324836904931,593.6021545717114,343.54443457009563,543.6698163034478,394.5391630142798,145.2735003332593,420.03652723637185,155.89740209246438,122.56727797863101,778.4580451818788,135.31596008967705,769.9589237745148,430.66042899557686
labeled-data/F12-F14_10.22.21downsampled/img0263.png,407.6838737856234,520.9635939488196,497.9870387388661,455.09540304174845,435.30601835955645,421.09891741229234,491.6126976833431,410.4750156530873,527.7339636646402,371.1665791440287,588.2902036921089,377.5409201995517,750.8359006079457,15.265870210660182,708.3402935711257,105.56903516390292,768.8965335985943,103.44425481206196,726.4009265617742,140.62791096927953,721.0889756821717,195.87220011714567,706.2155132192846,233.0558562743633,152.71023156470287,420.03652723637185,154.83501191654383,127.87922885823349,773.1460943022763,137.44074044151802,777.3956550059584,416.84935670861034
labeled-data/F12-F14_10.22.21downsampled/img0512.png,6.100387287673499,461.4697440972715,83.65487012987018,421.09891741229234,35.847312213447566,388.16482195875676,101.71550312051872,392.41438266243875,158.02218244430534,374.3537496717902,219.6408126476945,342.4820443941751,372.6249979802468,134.2535699137565,301.4448561935732,108.75620569166443,319.5054891842217,152.31420290440508,252.57490810123008,132.12878956191554,182.45715649047693,190.5602492375432,212.204081416251,250.05409908909132,149.52306103694136,421.09891741229234,153.77262174062335,118.31771727494896,768.8965335985943,137.44074044151802,773.1460943022763,431.72281917149735
labeled-data/F12-F14_10.22.21downsampled/img1937.png,176.08281543495391,273.42668295934243,,,221.76559299953553,318.04707034800356,265.32359021227614,288.30014542222943,334.3789516471088,250.05409908909132,406.621483609703,205.4337117004302,66.65662731514215,295.736876653673,143.14871998141834,223.49434469107877,83.65487012987018,197.9969804689867,146.33589050917985,187.37307870978168,218.57842247177402,160.81332431176912,260.01163933267355,176.74917695057667,167.58369402758987,415.7869665326898,154.83501191654383,119.3801074508695,777.3956550059584,131.066399385995,775.2708746541173,431.72281917149735
labeled-data/F12-F14_10.22.21downsampled/img2036.png,114.46418523156476,407.2878451253258,185.64432701823844,366.9170184403467,134.6495985740543,348.8563854496981,156.95979226838486,306.360778412878,211.14169124033046,206.49610187635074,263.19880986043506,173.56200642281516,832.6399441538244,15.265870210660182,794.3938978206863,93.88274322877743,854.9501378481549,93.88274322877743,813.5169209872554,131.066399385995,757.2102416634688,177.81156712649715,711.5274640988872,195.87220011714567,162.27174314798734,414.7245763567693,158.02218244430534,116.192936923108,761.4598023671508,148.06464220072309,780.5828255337199,431.72281917149735
labeled-data/F12-F14_10.22.21downsampled/img2751.png,378.9993390357698,375.4161398477107,372.6249979802468,309.5479489406395,323.75504988790374,329.73336228312905,334.3789516471088,294.67448647775245,321.63026953606277,214.99522328371472,326.94222041566525,160.81332431176912,3.9756069358324737,16.328260386580723,60.28228625961913,89.63318252509538,87.9044308335522,43.950404960513765,117.65135575932626,103.44425481206196,180.3323761386359,134.2535699137565,234.51427511058156,143.81508149704104,155.89740209246438,425.34847811597433,160.14696279614637,113.00576639534648,771.0213139504353,132.12878956191554,776.3332648300378,432.7852093474179
labeled-data/F12-F14_10.22.21downsampled/img3587.png,181.3947663145564,415.7869665326898,240.88861616610453,427.47325846781536,220.703202823615,380.7280907273132,286.57139373068617,375.4161398477107,367.3130471006443,324.4214114035266,440.61796923915904,310.61033911656,,,,,,,,,,,218.57842247177402,234.11824645028378,147.39828068510033,423.22369776413336,147.39828068510033,113.00576639534648,785.8947764133223,125.75444850639252,778.4580451818788,438.09716022702037
